Case ID;Activity;Start;Complete;Resource;Cost
180;Coordinate verification of polygon pits status;2022-07-09 08:05:25;2022-07-09 08:15:02;Rodrigo;3518
180;Load pits with explosives;2022-07-09 08:41:18;2022-07-09 10:36:42;Romina;57460
180;Design evacuation card;2022-07-09 10:38:13;2022-07-09 11:01:17;Rogelio;10111
180;Evacuate blasting zone;2022-07-09 11:04:11;2022-07-09 11:31:56;Rodrigo;12927
180;Execute blasting;2022-07-09 11:34:06;2022-07-09 11:56:54;Romina;29592
180;Review blasting results;2022-07-09 12:05:38;2022-07-09 12:30:56;Rodrigo;9256
180;Prepare report of anomalies;2022-07-09 12:33:47;2022-07-09 12:49:41;Romina;4737
180;Analyze measures to take;2022-07-09 12:51:43;2022-07-09 13:18:46;Rogelio;10504
180;Execute blasting revision;2022-07-09 13:41:13;2022-07-09 14:50:50;Romina;100799
180;Review blasting results;2022-07-09 14:59:28;2022-07-09 15:24:47;Rodrigo;9262
180;Prepare report of anomalies;2022-07-09 15:27:33;2022-07-09 15:40:56;Romina;3987
180;Analyze measures to take;2022-07-09 15:44:02;2022-07-09 16:11:21;Rogelio;10608
180;Generate blasting report;2022-07-09 16:16:28;2022-07-09 16:22:20;Romina;1748
181;Coordinate verification of polygon pits status;2022-07-10 08:08:31;2022-07-10 08:15:54;Clara;2750
181;Load pits with explosives;2022-07-10 08:37:13;2022-07-10 10:26:24;Luis;54137
181;Design evacuation card;2022-07-10 10:30:40;2022-07-10 10:56:30;Rosa;11410
181;Evacuate blasting zone;2022-07-10 11:02:36;2022-07-10 11:27:09;Clara;11600
181;Execute blasting;2022-07-10 11:29:23;2022-07-10 11:49:27;Luis;26003
181;Review blasting results;2022-07-10 12:00:13;2022-07-10 12:24:27;Clara;9027
181;Generate blasting report;2022-07-10 12:32:45;2022-07-10 12:46:45;Luis;4142
182;Coordinate verification of polygon pits status;2022-07-10 12:55:23;2022-07-10 13:02:18;Clara;2576
182;Load pits with explosives;2022-07-10 13:23:37;2022-07-10 15:14:45;Paco;55381
182;Design evacuation card;2022-07-10 15:19:02;2022-07-10 15:42:29;Rosa;10357
182;Evacuate blasting zone;2022-07-10 15:46:33;2022-07-10 16:11:22;Clara;11726
182;Execute blasting;2022-07-10 16:13:37;2022-07-10 16:27:54;Paco;18545
182;Review blasting results;2022-07-10 16:38:53;2022-07-10 17:03:30;Clara;9170
182;Prepare report of anomalies;2022-07-10 17:08:56;2022-07-10 17:23:26;Paco;4326
182;Analyze measures to take;2022-07-10 17:29:10;2022-07-10 17:57:41;Rosa;11169
182;Generate blasting report;2022-07-10 18:05:18;2022-07-10 18:13:48;Paco;2536
183;Coordinate verification of polygon pits status;2022-07-11 08:09:09;2022-07-11 08:23:13;Pedro;5181
183;Load pits with explosives;2022-07-11 08:44:43;2022-07-11 10:26:04;Paco;50506
183;Design evacuation card;2022-07-11 10:29:11;2022-07-11 10:52:13;Rosa;10173
183;Evacuate blasting zone;2022-07-11 10:57:38;2022-07-11 11:27:55;Pedro;14183
183;Execute blasting;2022-07-11 11:29:57;2022-07-11 11:38:44;Paco;11404
183;Review blasting results;2022-07-11 11:49:34;2022-07-11 12:12:54;Pedro;8594
183;Prepare report of anomalies;2022-07-11 12:18:24;2022-07-11 12:40:08;Paco;6484
183;Analyze measures to take;2022-07-11 12:44:33;2022-07-11 13:15:42;Rosa;12200
183;Generate blasting report;2022-07-11 13:23:18;2022-07-11 13:32:26;Paco;2725
184;Coordinate verification of polygon pits status;2022-07-11 13:41:55;2022-07-11 13:54:38;Pedro;4684
184;Coordinate terrain revision;2022-07-11 14:10:19;2022-07-11 14:17:00;Pedro;2796
184;Revise terrain;2022-07-11 15:52:58;2022-07-11 16:55:58;GM&PS;61950
184;Coordinate terrain revision;2022-07-11 17:20:48;2022-07-11 17:26:01;Pedro;2182
184;Revise terrain;2022-07-11 19:03:27;2022-07-11 20:10:33;GM&PS;65982
184;Load pits with explosives;2022-07-11 20:17:56;2022-07-11 22:04:43;Paco;53214
184;Design evacuation card;2022-07-11 22:09:05;2022-07-11 22:33:42;Rosa;10872
184;Evacuate blasting zone;2022-07-11 22:38:16;2022-07-11 23:12:35;Pedro;16072
184;Execute blasting;2022-07-11 23:14:44;2022-07-11 23:23:52;Paco;11858
184;Review blasting results;2022-07-11 23:35:04;2022-07-11 23:58:28;Pedro;8619
184;Generate blasting report;2022-07-12 00:06:47;2022-07-12 00:16:03;Paco;2765
185;Coordinate verification of polygon pits status;2022-07-12 08:08:37;2022-07-12 08:12:51;Clara;1577
185;Load pits with explosives;2022-07-12 08:34:07;2022-07-12 10:20:29;Luis;52740
185;Design evacuation card;2022-07-12 10:24:57;2022-07-12 10:48:27;Rosa;10379
185;Evacuate blasting zone;2022-07-12 10:51:37;2022-07-12 11:16:15;Clara;11639
185;Execute blasting;2022-07-12 11:18:24;2022-07-12 11:34:19;Luis;20625
185;Review blasting results;2022-07-12 11:45:17;2022-07-12 12:10:04;Clara;9232
185;Generate blasting report;2022-07-12 12:18:31;2022-07-12 12:34:19;Luis;4674
186;Coordinate verification of polygon pits status;2022-07-12 12:41:56;2022-07-12 12:48:18;Clara;2372
186;Load pits with explosives;2022-07-12 13:09:41;2022-07-12 14:48:28;Paco;49227
186;Design evacuation card;2022-07-12 14:52:10;2022-07-12 15:15:51;Rosa;10460
186;Evacuate blasting zone;2022-07-12 15:19:19;2022-07-12 15:46:08;Clara;12671
186;Execute blasting;2022-07-12 15:48:10;2022-07-12 16:00:23;Paco;15861
186;Review blasting results;2022-07-12 16:11:29;2022-07-12 16:35:47;Clara;9052
186;Prepare report of anomalies;2022-07-12 16:41:03;2022-07-12 17:01:55;Paco;6225
186;Analyze measures to take;2022-07-12 17:07:20;2022-07-12 17:40:50;Rosa;13121
186;Generate blasting report;2022-07-12 17:48:30;2022-07-12 17:57:46;Paco;2765
187;Coordinate verification of polygon pits status;2022-07-13 08:07:15;2022-07-13 08:20:23;Pedro;4837
187;Load pits with explosives;2022-07-13 08:41:39;2022-07-13 10:09:37;Paco;43837
187;Design evacuation card;2022-07-13 10:13:37;2022-07-13 10:40:31;Rosa;11881
187;Evacuate blasting zone;2022-07-13 10:46:46;2022-07-13 11:21:58;Pedro;16485
187;Execute blasting;2022-07-13 11:24:08;2022-07-13 11:42:05;Paco;23305
187;Review blasting results;2022-07-13 11:53:18;2022-07-13 12:16:47;Pedro;8650
187;Generate blasting report;2022-07-13 12:25:08;2022-07-13 12:35:02;Paco;2954
188;Coordinate verification of polygon pits status;2022-07-13 12:43:44;2022-07-13 12:58:25;Pedro;5408
188;Coordinate terrain revision;2022-07-13 13:14:06;2022-07-13 13:20:49;Pedro;2810
188;Revise terrain;2022-07-13 14:57:24;2022-07-13 15:58:39;GM&PS;60229
188;Load pits with explosives;2022-07-13 16:06:51;2022-07-13 17:48:20;Luis;50319
188;Design evacuation card;2022-07-13 17:52:36;2022-07-13 18:16:35;Rosa;10593
188;Evacuate blasting zone;2022-07-13 18:22:51;2022-07-13 18:53:38;Pedro;14417
188;Execute blasting;2022-07-13 18:55:52;2022-07-13 19:17:41;Luis;28271
188;Review blasting results;2022-07-13 19:28:54;2022-07-13 19:52:07;Pedro;8551
188;Generate blasting report;2022-07-13 20:00:34;2022-07-13 20:15:05;Luis;4295
189;Coordinate verification of polygon pits status;2022-07-14 08:07:20;2022-07-14 08:12:41;Clara;1993
189;Make observations in drilling diagram;2022-07-14 08:18:39;2022-07-14 08:23:09;Hugo;1560
189;Load pits with explosives;2022-07-14 08:31:35;2022-07-14 10:10:53;Hugo;49319
189;Design evacuation card;2022-07-14 10:14:28;2022-07-14 10:41:23;Rosa;11888
189;Evacuate blasting zone;2022-07-14 10:47:26;2022-07-14 11:12:17;Clara;11742
189;Execute blasting;2022-07-14 11:14:28;2022-07-14 11:30:36;Hugo;20920
189;Review blasting results;2022-07-14 11:41:39;2022-07-14 12:06:19;Clara;9188
189;Prepare report of anomalies;2022-07-14 12:11:47;2022-07-14 12:24:27;Hugo;3758
189;Analyze measures to take;2022-07-14 12:29:14;2022-07-14 13:00:08;Rosa;12102
189;Execute blasting revision;2022-07-14 13:17:19;2022-07-14 13:57:30;Hugo;58132
189;Review blasting results;2022-07-14 14:08:19;2022-07-14 14:33:12;Clara;9269
189;Generate blasting report;2022-07-14 14:41:39;2022-07-14 14:55:43;Hugo;4173
190;Coordinate verification of polygon pits status;2022-07-14 15:02:01;2022-07-14 15:08:48;Clara;2527
190;Load pits with explosives;2022-07-14 15:30:12;2022-07-14 17:08:57;Luis;48964
190;Design evacuation card;2022-07-14 17:12:11;2022-07-14 17:38:50;Rosa;11770
190;Evacuate blasting zone;2022-07-14 17:45:34;2022-07-14 18:12:43;Clara;12828
190;Execute blasting;2022-07-14 18:14:54;2022-07-14 18:31:36;Luis;21640
190;Review blasting results;2022-07-14 18:42:42;2022-07-14 19:06:48;Clara;8977
190;Generate blasting report;2022-07-14 19:15:11;2022-07-14 19:28:54;Luis;4058
191;Coordinate verification of polygon pits status;2022-07-15 08:06:28;2022-07-15 08:17:34;Pedro;4089
191;Make observations in drilling diagram;2022-07-15 08:23:25;2022-07-15 08:25:34;Hugo;745
191;Load pits with explosives;2022-07-15 08:34:13;2022-07-15 10:13:13;Hugo;49170
191;Design evacuation card;2022-07-15 10:16:35;2022-07-15 10:40:20;Rosa;10490
191;Evacuate blasting zone;2022-07-15 10:43:56;2022-07-15 11:21:39;Pedro;17664
191;Execute blasting;2022-07-15 11:23:53;2022-07-15 11:49:12;Hugo;32827
191;Review blasting results;2022-07-15 12:00:24;2022-07-15 12:23:54;Pedro;8656
191;Prepare report of anomalies;2022-07-15 12:29:18;2022-07-15 12:41:41;Hugo;3674
191;Analyze measures to take;2022-07-15 12:47:26;2022-07-15 13:20:36;Rosa;12990
191;Execute blasting revision;2022-07-15 13:37:36;2022-07-15 14:16:26;Hugo;56179
191;Review blasting results;2022-07-15 14:27:36;2022-07-15 14:50:47;Pedro;8539
191;Generate blasting report;2022-07-15 14:59:12;2022-07-15 15:12:50;Hugo;4045
192;Coordinate verification of polygon pits status;2022-07-15 15:20:55;2022-07-15 15:28:38;Pedro;2842
192;Load pits with explosives;2022-07-15 15:49:52;2022-07-15 17:37:52;Hugo;53640
192;Design evacuation card;2022-07-15 17:41:46;2022-07-15 18:08:24;Rosa;11763
192;Evacuate blasting zone;2022-07-15 18:13:12;2022-07-15 18:38:04;Pedro;11646
192;Execute blasting;2022-07-15 18:40:10;2022-07-15 19:03:02;Hugo;29650
192;Review blasting results;2022-07-15 19:14:05;2022-07-15 19:37:12;Pedro;8515
192;Prepare report of anomalies;2022-07-15 19:42:37;2022-07-15 19:56:31;Hugo;4124
192;Analyze measures to take;2022-07-15 20:01:10;2022-07-15 20:33:09;Rosa;12527
192;Generate blasting report;2022-07-15 20:40:49;2022-07-15 20:53:37;Hugo;3797
193;Coordinate verification of polygon pits status;2022-07-16 08:07:44;2022-07-16 08:15:28;Clara;2881
193;Load pits with explosives;2022-07-16 08:36:53;2022-07-16 10:22:30;Paco;52632
193;Design evacuation card;2022-07-16 10:26:48;2022-07-16 10:51:59;Rosa;11123
193;Evacuate blasting zone;2022-07-16 10:56:01;2022-07-16 11:22:34;Clara;12545
193;Execute blasting;2022-07-16 11:24:43;2022-07-16 11:32:24;Paco;9976
193;Review blasting results;2022-07-16 11:43:28;2022-07-16 12:07:41;Clara;9021
193;Prepare report of anomalies;2022-07-16 12:13:04;2022-07-16 12:35:00;Paco;6543
193;Analyze measures to take;2022-07-16 12:40:48;2022-07-16 13:07:00;Rosa;10262
193;Execute blasting revision;2022-07-16 13:24:21;2022-07-16 14:10:03;Paco;66189
193;Review blasting results;2022-07-16 14:21:02;2022-07-16 14:45:51;Clara;9244
193;Prepare report of anomalies;2022-07-16 14:51:18;2022-07-16 15:13:11;Paco;6529
193;Analyze measures to take;2022-07-16 15:18:07;2022-07-16 15:45:19;Rosa;10653
193;Generate blasting report;2022-07-16 15:52:51;2022-07-16 16:00:27;Paco;2267
194;Coordinate verification of polygon pits status;2022-07-17 08:07:35;2022-07-17 08:19:52;Pedro;4524
194;Load pits with explosives;2022-07-17 08:41:16;2022-07-17 10:25:31;Hugo;51778
194;Design evacuation card;2022-07-17 10:29:18;2022-07-17 10:55:43;Rosa;11667
194;Evacuate blasting zone;2022-07-17 11:02:02;2022-07-17 11:24:02;Pedro;10303
194;Execute blasting;2022-07-17 11:26:12;2022-07-17 11:42:26;Hugo;21049
194;Review blasting results;2022-07-17 11:53:16;2022-07-17 12:16:20;Pedro;8496
194;Prepare report of anomalies;2022-07-17 12:21:39;2022-07-17 12:33:29;Hugo;3511
194;Analyze measures to take;2022-07-17 12:37:32;2022-07-17 13:04:39;Rosa;10621
194;Generate blasting report;2022-07-17 13:12:14;2022-07-17 13:29:22;Hugo;5083
195;Coordinate verification of polygon pits status;2022-07-17 13:37:19;2022-07-17 13:48:29;Pedro;4113
195;Load pits with explosives;2022-07-17 14:09:36;2022-07-17 15:54:04;Luis;51798
195;Design evacuation card;2022-07-17 15:57:27;2022-07-17 16:22:05;Rosa;10880
195;Evacuate blasting zone;2022-07-17 16:26:50;2022-07-17 16:57:54;Pedro;14550
195;Execute blasting;2022-07-17 16:59:58;2022-07-17 17:20:03;Luis;26025
195;Review blasting results;2022-07-17 17:31:05;2022-07-17 17:54:14;Pedro;8527
195;Prepare report of anomalies;2022-07-17 17:59:40;2022-07-17 18:13:17;Luis;4028
195;Analyze measures to take;2022-07-17 18:18:22;2022-07-17 18:45:58;Rosa;10810
195;Generate blasting report;2022-07-17 18:53:39;2022-07-17 19:09:35;Luis;4714
196;Coordinate verification of polygon pits status;2022-07-18 08:07:39;2022-07-18 08:13:36;Clara;2216
196;Load pits with explosives;2022-07-18 08:34:53;2022-07-18 10:17:56;Luis;51096
196;Design evacuation card;2022-07-18 10:21:53;2022-07-18 10:46:06;Rosa;10696
196;Evacuate blasting zone;2022-07-18 10:50:51;2022-07-18 11:16:18;Clara;12025
196;Execute blasting;2022-07-18 11:18:20;2022-07-18 11:36:42;Luis;23800
196;Review blasting results;2022-07-18 11:47:55;2022-07-18 12:12:02;Clara;8983
196;Prepare report of anomalies;2022-07-18 12:17:29;2022-07-18 12:31:48;Luis;4235
196;Analyze measures to take;2022-07-18 12:37:06;2022-07-18 13:09:20;Rosa;12625
196;Generate blasting report;2022-07-18 13:16:57;2022-07-18 13:32:49;Luis;4694
197;Coordinate verification of polygon pits status;2022-07-18 13:39:07;2022-07-18 13:46:33;Clara;2769
197;Load pits with explosives;2022-07-18 14:07:56;2022-07-18 15:56:47;Paco;54244
197;Design evacuation card;2022-07-18 16:00:30;2022-07-18 16:24:17;Rosa;10504
197;Evacuate blasting zone;2022-07-18 16:29:06;2022-07-18 16:53:09;Clara;11364
197;Execute blasting;2022-07-18 16:55:21;2022-07-18 17:03:53;Paco;11079
197;Review blasting results;2022-07-18 17:15:08;2022-07-18 17:39:17;Clara;8996
197;Generate blasting report;2022-07-18 17:47:34;2022-07-18 17:56:21;Paco;2620
198;Coordinate verification of polygon pits status;2022-07-19 08:09:15;2022-07-19 08:22:57;Pedro;5046
198;Coordinate terrain revision;2022-07-19 08:38:46;2022-07-19 08:47:19;Pedro;3577
198;Revise terrain;2022-07-19 10:24:29;2022-07-19 11:29:35;GM&PS;64015
198;Load pits with explosives;2022-07-19 11:38:25;2022-07-19 13:18:41;Hugo;49799
198;Design evacuation card;2022-07-19 13:21:44;2022-07-19 13:45:05;Rosa;10313
198;Evacuate blasting zone;2022-07-19 13:49:38;2022-07-19 14:20:51;Pedro;14620
198;Execute blasting;2022-07-19 14:22:58;2022-07-19 14:36:32;Hugo;17591
198;Review blasting results;2022-07-19 14:47:21;2022-07-19 15:10:49;Pedro;8644
198;Generate blasting report;2022-07-19 15:19:12;2022-07-19 15:32:37;Hugo;3980
199;Coordinate verification of polygon pits status;2022-07-19 15:38:31;2022-07-19 15:51:12;Pedro;4672
199;Coordinate terrain revision;2022-07-19 16:07:08;2022-07-19 16:15:33;Pedro;3521
199;Revise terrain;2022-07-19 17:51:05;2022-07-19 18:55:18;GM&PS;63146
199;Load pits with explosives;2022-07-19 19:02:55;2022-07-19 20:31:40;Paco;44227
199;Design evacuation card;2022-07-19 20:35:25;2022-07-19 21:01:12;Rosa;11388
199;Evacuate blasting zone;2022-07-19 21:07:37;2022-07-19 21:39:51;Pedro;15096
199;Execute blasting;2022-07-19 21:42:02;2022-07-19 21:54:25;Paco;16078
199;Review blasting results;2022-07-19 22:05:17;2022-07-19 22:28:29;Pedro;8545
199;Prepare report of anomalies;2022-07-19 22:33:58;2022-07-19 22:52:32;Paco;5539
199;Analyze measures to take;2022-07-19 22:58:09;2022-07-19 23:28:52;Rosa;12031
199;Generate blasting report;2022-07-19 23:36:25;2022-07-19 23:45:56;Paco;2839
200;Coordinate verification of polygon pits status;2022-07-20 08:09:33;2022-07-20 08:17:49;Maria;3100
200;Load pits with explosives;2022-07-20 08:44:12;2022-07-20 10:37:17;Roberto;56353
200;Design evacuation card;2022-07-20 10:38:40;2022-07-20 11:01:41;Rogelio;10089
200;Evacuate blasting zone;2022-07-20 11:02:22;2022-07-20 11:30:09;Maria;13197
200;Execute blasting;2022-07-20 11:32:16;2022-07-20 11:52:25;Roberto;26161
200;Review blasting results;2022-07-20 12:01:04;2022-07-20 12:24:22;Maria;8738
200;Prepare report of anomalies;2022-07-20 12:27:21;2022-07-20 12:39:45;Roberto;3699
200;Analyze measures to take;2022-07-20 12:43:15;2022-07-20 13:11:58;Rogelio;11152
200;Generate blasting report;2022-07-20 13:17:02;2022-07-20 13:31:02;Roberto;4177
201;Coordinate verification of polygon pits status;2022-07-20 13:36:58;2022-07-20 13:46:38;Maria;3625
201;Coordinate terrain revision;2022-07-20 14:00:04;2022-07-20 14:11:33;Maria;4880
201;Revise terrain;2022-07-20 15:16:49;2022-07-20 16:22:36;GM&PS;64687
201;Load pits with explosives;2022-07-20 16:34:44;2022-07-20 18:26:24;Eduardo;55554
201;Design evacuation card;2022-07-20 18:27:25;2022-07-20 18:50:39;Rogelio;10184
201;Evacuate blasting zone;2022-07-20 18:53:15;2022-07-20 19:21:08;Maria;13245
201;Execute blasting;2022-07-20 19:23:22;2022-07-20 19:47:18;Eduardo;31054
201;Review blasting results;2022-07-20 19:55:55;2022-07-20 20:19:08;Maria;8706
201;Generate blasting report;2022-07-20 20:24:59;2022-07-20 20:38:37;Eduardo;4056
202;Coordinate verification of polygon pits status;2022-07-21 08:05:04;2022-07-21 08:13:23;Edgar;3049
202;Load pits with explosives;2022-07-21 08:39:48;2022-07-21 10:40:51;Roberto;60323
202;Design evacuation card;2022-07-21 10:42:29;2022-07-21 11:05:39;Rogelio;10155
202;Evacuate blasting zone;2022-07-21 11:06:46;2022-07-21 11:37:56;Edgar;14544
202;Execute blasting;2022-07-21 11:40:03;2022-07-21 12:00:39;Roberto;26746
202;Review blasting results;2022-07-21 12:09:05;2022-07-21 12:31:13;Edgar;8116
202;Generate blasting report;2022-07-21 12:37:12;2022-07-21 12:49:57;Roberto;3804
203;Coordinate verification of polygon pits status;2022-07-21 12:55:27;2022-07-21 13:03:07;Edgar;2811
203;Coordinate terrain revision;2022-07-21 13:16:31;2022-07-21 13:22:52;Edgar;2646
203;Revise terrain;2022-07-21 14:28:41;2022-07-21 15:34:51;GM&PS;65064
203;Load pits with explosives;2022-07-21 15:48:09;2022-07-21 18:06:37;Eduardo;68887
203;Design evacuation card;2022-07-21 18:07:11;2022-07-21 18:31:30;Rogelio;10659
203;Evacuate blasting zone;2022-07-21 18:34:49;2022-07-21 19:09:15;Edgar;16069
203;Execute blasting;2022-07-21 19:11:30;2022-07-21 19:32:21;Eduardo;27053
203;Review blasting results;2022-07-21 19:40:41;2022-07-21 20:02:45;Edgar;8091
203;Prepare report of anomalies;2022-07-21 20:05:41;2022-07-21 20:17:13;Eduardo;3431
203;Analyze measures to take;2022-07-21 20:19:05;2022-07-21 20:48:49;Rogelio;11546
203;Generate blasting report;2022-07-21 20:53:54;2022-07-21 21:06:41;Eduardo;3803
204;Coordinate verification of polygon pits status;2022-07-22 08:09:56;2022-07-22 08:18:15;Rodrigo;3043
204;Load pits with explosives;2022-07-22 08:44:24;2022-07-22 10:53:52;Eduardo;64410
204;Design evacuation card;2022-07-22 10:55:46;2022-07-22 11:19:46;Rogelio;10520
204;Evacuate blasting zone;2022-07-22 11:22:05;2022-07-22 11:48:04;Rodrigo;12104
204;Execute blasting;2022-07-22 11:50:07;2022-07-22 12:11:54;Eduardo;28264
204;Review blasting results;2022-07-22 12:20:24;2022-07-22 12:45:35;Rodrigo;9213
204;Generate blasting report;2022-07-22 12:51:34;2022-07-22 13:06:01;Eduardo;4299
205;Coordinate verification of polygon pits status;2022-07-22 13:14:29;2022-07-22 13:23:24;Rodrigo;3262
205;Load pits with explosives;2022-07-22 13:49:49;2022-07-22 16:03:04;Eduardo;66292
205;Design evacuation card;2022-07-22 16:04:26;2022-07-22 16:28:24;Rogelio;10505
205;Evacuate blasting zone;2022-07-22 16:31:29;2022-07-22 17:00:37;Rodrigo;13571
205;Execute blasting;2022-07-22 17:02:49;2022-07-22 17:20:51;Eduardo;23398
205;Review blasting results;2022-07-22 17:29:33;2022-07-22 17:54:44;Rodrigo;9213
205;Generate blasting report;2022-07-22 18:00:36;2022-07-22 18:13:31;Eduardo;3843
206;Coordinate verification of polygon pits status;2022-07-23 08:06:48;2022-07-23 08:13:33;Maria;2531
206;Coordinate terrain revision;2022-07-23 08:26:37;2022-07-23 08:36:21;Maria;4137
206;Revise terrain;2022-07-23 09:43:45;2022-07-23 10:52:41;GM&PS;67784
206;Load pits with explosives;2022-07-23 11:05:52;2022-07-23 13:07:48;Marta;60967
206;Design evacuation card;2022-07-23 13:08:31;2022-07-23 13:32:26;Rogelio;10483
206;Evacuate blasting zone;2022-07-23 13:35:21;2022-07-23 14:04:31;Maria;13854
206;Execute blasting;2022-07-23 14:06:33;2022-07-23 14:19:46;Marta;17182
206;Review blasting results;2022-07-23 14:28:28;2022-07-23 14:51:45;Maria;8731
206;Prepare report of anomalies;2022-07-23 14:54:39;2022-07-23 15:08:12;Marta;4065
206;Analyze measures to take;2022-07-23 15:10:11;2022-07-23 15:39:08;Rogelio;11242
206;Generate blasting report;2022-07-23 15:44:17;2022-07-23 15:52:28;Marta;2455
207;Coordinate verification of polygon pits status;2022-07-23 16:01:15;2022-07-23 16:11:25;Maria;3812
207;Load pits with explosives;2022-07-23 16:37:51;2022-07-23 18:50:47;Roberto;66245
207;Design evacuation card;2022-07-23 18:51:42;2022-07-23 19:16:08;Rogelio;10710
207;Evacuate blasting zone;2022-07-23 19:18:49;2022-07-23 19:47:13;Maria;13490
207;Execute blasting;2022-07-23 19:49:20;2022-07-23 20:09:51;Roberto;26637
207;Review blasting results;2022-07-23 20:18:30;2022-07-23 20:41:48;Maria;8738
207;Prepare report of anomalies;2022-07-23 20:44:44;2022-07-23 20:56:46;Roberto;3590
207;Analyze measures to take;2022-07-23 20:59:12;2022-07-23 21:25:32;Rogelio;10226
207;Generate blasting report;2022-07-23 21:30:41;2022-07-23 21:43:44;Roberto;3893
208;Coordinate verification of polygon pits status;2022-07-24 08:07:37;2022-07-24 08:17:22;Edgar;3575
208;Load pits with explosives;2022-07-24 08:43:52;2022-07-24 10:53:49;Roberto;64758
208;Design evacuation card;2022-07-24 10:55:09;2022-07-24 11:19:10;Rogelio;10527
208;Evacuate blasting zone;2022-07-24 11:22:55;2022-07-24 12:02:07;Edgar;18293
208;Execute blasting;2022-07-24 12:04:17;2022-07-24 12:26:16;Roberto;28542
208;Review blasting results;2022-07-24 12:34:52;2022-07-24 12:56:57;Edgar;8097
208;Prepare report of anomalies;2022-07-24 12:59:51;2022-07-24 13:12:20;Roberto;3724
208;Analyze measures to take;2022-07-24 13:14:13;2022-07-24 13:41:28;Rogelio;10582
208;Generate blasting report;2022-07-24 13:46:33;2022-07-24 13:59:45;Roberto;3938
209;Coordinate verification of polygon pits status;2022-07-24 14:08:32;2022-07-24 14:18:35;Edgar;3685
209;Coordinate terrain revision;2022-07-24 14:31:49;2022-07-24 14:37:19;Edgar;2292
209;Revise terrain;2022-07-24 15:43:56;2022-07-24 16:50:06;GM&PS;65064
209;Load pits with explosives;2022-07-24 17:03:43;2022-07-24 18:59:56;Romina;57866
209;Design evacuation card;2022-07-24 19:01:43;2022-07-24 19:25:39;Rogelio;10491
209;Evacuate blasting zone;2022-07-24 19:26:19;2022-07-24 19:58:53;Edgar;15198
209;Execute blasting;2022-07-24 20:01:02;2022-07-24 20:19:45;Romina;24293
209;Review blasting results;2022-07-24 20:28:04;2022-07-24 20:50:13;Edgar;8122
209;Generate blasting report;2022-07-24 20:56:08;2022-07-24 21:01:16;Romina;1529
210;Coordinate verification of polygon pits status;2022-07-25 08:09:49;2022-07-25 08:16:51;Rodrigo;2573
210;Load pits with explosives;2022-07-25 08:43:07;2022-07-25 10:59:29;Roberto;67956
210;Design evacuation card;2022-07-25 11:00:58;2022-07-25 11:24:22;Rogelio;10257
210;Evacuate blasting zone;2022-07-25 11:25:19;2022-07-25 11:51:44;Rodrigo;12306
210;Execute blasting;2022-07-25 11:53:59;2022-07-25 12:14:15;Roberto;26313
210;Review blasting results;2022-07-25 12:22:52;2022-07-25 12:48:09;Rodrigo;9249
210;Generate blasting report;2022-07-25 12:53:56;2022-07-25 13:06:52;Roberto;3858
211;Coordinate verification of polygon pits status;2022-07-25 13:12:07;2022-07-25 13:21:55;Rodrigo;3585
211;Load pits with explosives;2022-07-25 13:48:17;2022-07-25 15:41:48;Roberto;56569
211;Design evacuation card;2022-07-25 15:42:35;2022-07-25 16:06:53;Rogelio;10652
211;Evacuate blasting zone;2022-07-25 16:09:25;2022-07-25 16:36:43;Rodrigo;12717
211;Execute blasting;2022-07-25 16:38:56;2022-07-25 16:59:27;Roberto;26637
211;Review blasting results;2022-07-25 17:08:10;2022-07-25 17:33:21;Rodrigo;9213
211;Generate blasting report;2022-07-25 17:39:12;2022-07-25 17:53:00;Roberto;4117
212;Coordinate verification of polygon pits status;2022-07-26 08:08:04;2022-07-26 08:18:28;Maria;3900
212;Load pits with explosives;2022-07-26 08:44:38;2022-07-26 11:03:50;Eduardo;69252
212;Design evacuation card;2022-07-26 11:05:38;2022-07-26 11:30:07;Rogelio;10732
212;Evacuate blasting zone;2022-07-26 11:33:33;2022-07-26 12:00:40;Maria;12880
212;Execute blasting;2022-07-26 12:02:47;2022-07-26 12:26:11;Eduardo;30362
212;Review blasting results;2022-07-26 12:34:41;2022-07-26 12:58:00;Maria;8744
212;Generate blasting report;2022-07-26 13:03:58;2022-07-26 13:18:17;Eduardo;4259
213;Coordinate verification of polygon pits status;2022-07-26 13:23:26;2022-07-26 13:29:57;Maria;2444
213;Load pits with explosives;2022-07-26 13:56:01;2022-07-26 15:56:02;Roberto;59808
213;Design evacuation card;2022-07-26 15:56:34;2022-07-26 16:20:22;Rogelio;10432
213;Evacuate blasting zone;2022-07-26 16:24:10;2022-07-26 16:52:25;Maria;13419
213;Execute blasting;2022-07-26 16:54:36;2022-07-26 17:16:05;Roberto;27893
213;Review blasting results;2022-07-26 17:24:44;2022-07-26 17:47:57;Maria;8706
213;Prepare report of anomalies;2022-07-26 17:50:42;2022-07-26 18:02:48;Roberto;3610
213;Analyze measures to take;2022-07-26 18:04:51;2022-07-26 18:35:39;Rogelio;11961
213;Generate blasting report;2022-07-26 18:40:45;2022-07-26 18:54:41;Roberto;4157
214;Coordinate verification of polygon pits status;2022-07-27 08:07:43;2022-07-27 08:14:34;Rodrigo;2506
214;Make observations in drilling diagram;2022-07-27 08:17:22;2022-07-27 08:22:05;Marta;1651
